filename,county,relevant_date,date,year,document_type_clean,primary_topic_clean,secondary_topics_clean,ideology,is_progressive,is_traditional,ideology_score,ideological_orientation_clean,confidence_level_clean,progressive_indicators_clean,traditional_indicators_clean,extensive_margin_impact_clean,extensive_margin_direction_clean,extensive_lenient,extensive_punitive,intensive_margin_impact_clean,intensive_margin_direction_clean,intensive_lenient,intensive_punitive,supports_diversion_clean,supports_alternatives_clean,position_on_enhancements_clean,position_on_three_strikes_clean,position_on_bail_clean,position_on_juvenile_transfer_clean,racial_justice_emphasis_clean,da_administration_clean,office_wide_policy_clean,policy_change_clean,mandates_vs_guidance_clean,summary,key_quotes
2015.08.31_Alameda County_(BRADY EVIDENCE _ JOHNSON).pdf,Alameda County,08/31/2015,2015-08-31,2015.0,training_material,case_law_update,"['discovery', 'administrative']",neutral,0,0,0.0,neutral,high,"['emphasis_on_due_process_rights', 'ensuring_defendants_receive_exculpatory_evidence']","['focus_on_procedural_compliance', 'protection_of_police_officer_privacy_interests']",low_impact,neutral,0,0,moderate_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,continuation,informational,"This document is a training material from the Alameda County District Attorney's Office explaining the California Supreme Court's decision in People v. Superior Court (Johnson) regarding Brady disclosure obligations and Pitchess motion procedures for accessing police officer personnel records. The document provides neutral, procedural guidance on how prosecutors must comply with constitutional disclosure requirements while respecting officer privacy rights. It emphasizes that prosecutors must inform defendants of potential Brady material in officer files but are not required to conduct the defendant's investigation for them, as both parties have equal access to Pitchess procedures.","[{'quote': 'The prosecution satisfies its Brady duty by disclosing to the defense any information it has regarding whether the personnel records contain Brady material. Beyond that, the prosecution has no Brady obligation to do what the defense can do for itself.', 'margin_type': 'intensive', 'relevance': 'Establishes procedural requirements for Brady compliance'}, {'quote': 'The purpose behind the Brady rule is avoidance of an unfair trial to the accused.', 'margin_type': 'intensive', 'relevance': 'Emphasizes due process protections'}, {'quote': ""permitting prosecutors routine access to personnel records is not necessary to protect defendants' due process right to obtain potentially exculpatory evidence"", 'margin_type': 'intensive', 'relevance': 'Balances defendant rights with officer privacy'}]"
2015.10.05_Alameda County_(WARRANTLESS SEARCHES).pdf,Alameda County,10/05/2015,2015-10-05,2015.0,training_material,case_law_update,"['discovery', 'administrative']",leans_traditional,0,1,-1.0,leans_traditional,medium,[],"['Detailed training on overcoming defense suppression motions', 'Focus on maintaining prosecutorial advantage in warrantless search cases', 'Emphasis on proper evidence presentation to sustain searches', 'No discussion of civil liberties concerns or search limitations']",moderate_impact,more_punitive,0,1,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,Alameda County District Attorney's Office,yes,continuation,strong_guidance,"This document is a training material from the Alameda County DA's Office providing prosecutors with detailed guidance on defending warrantless searches of probationers and parolees against suppression motions. It analyzes two recent court cases to extract practical lessons about what evidence prosecutors must present to justify searches and overcome defense challenges. The training focuses entirely on maintaining prosecutorial advantages and ensuring evidence obtained through warrantless searches can be used at trial, reflecting a traditional law enforcement-oriented approach to criminal prosecution.","[{'quote': 'The lesson from the Romeo case is that the People must prove two things at the 1538.5 hearing: First, the officer who did the warrantless search had knowledge not only that the defendant was on probation, but also had knowledge of the areas the officer was entitled to search pursuant to the probationary search terms.', 'margin_type': 'extensive_margin', 'relevance': 'Shows focus on maintaining prosecutorial ability to use evidence from warrantless searches'}, {'quote': 'prosecutors must be aware of what they need to prove up at the 1538.5 that involves a warrantless probation search, and get those items in advance to that they are ready to go when the 1538.5 is held', 'margin_type': 'extensive_margin', 'relevance': 'Emphasizes preparation to overcome defense suppression motions'}, {'quote': ""These cases discuss what the People must 'prove up' in challenges to warrantless searches"", 'margin_type': 'extensive_margin', 'relevance': 'Frames the training around prosecutorial success in defending searches'}]"
2016.02.01_Alameda County_GBI with DUI_JUV. GRAND JURY.pdf,Alameda County,02/01/2016,2016-02-01,2016.0,training_material,case_law_update,"['juvenile', 'enhancements', 'charging_decisions']",leans_traditional,0,1,-1.0,leans_traditional,medium,[],"['expanded juvenile transfer authority', 'grand jury indictment procedures for juveniles', 'enhancement charging guidance', 'focus on prosecutorial tools and authority']",moderate_impact,more_punitive,0,1,moderate_impact,neutral,0,0,not_addressed,not_addressed,selective,not_addressed,not_addressed,supports_transfer,not_addressed,not_mentioned,yes,unclear,strong_guidance,"This training document provides legal guidance on three key areas: expanded authority to charge juveniles in adult court via grand jury indictment, admissibility of evidence from dismissed charges under Evidence Code 1101(b), and proper application of great bodily injury enhancements in vehicular manslaughter cases. The document emphasizes prosecutorial tools and authority, particularly regarding juvenile transfers to adult court, reflecting a focus on utilizing available charging mechanisms rather than alternatives to prosecution.","[{'quote': 'Proposition 21, approved by the voters at the March 7, 2000 primary election, expanded prosecutorial authority to file charges against minors in adult court.', 'margin_type': 'extensive', 'relevance': 'Shows focus on expanded charging authority for juveniles'}, {'quote': 'Welfare and Institutions Code section 707, subdivision (d) allows prosecutors the discretionary authority to file charges against minors directly in criminal court for specified offenses and under specified circumstances.', 'margin_type': 'extensive', 'relevance': 'Emphasizes prosecutorial discretion to bypass juvenile court'}, {'quote': 'The Supreme Court agreed with the People that Proposition 21 was intended to expand, not revoke, the authority of courts of criminal jurisdiction (i.e. adult courts) over juveniles', 'margin_type': 'extensive', 'relevance': 'Reinforces expanded prosecutorial authority over juvenile cases'}]"
2016.02.29_Alameda County_TORTURE.pdf,Alameda County,02/29/2016,2016-02-29,2016.0,training_material,case_law_update,"['charging_decisions', 'enhancements']",clearly_traditional,0,1,-2.0,clearly_traditional,high,[],"['Comprehensive training on securing maximum penalties including life imprisonment', 'Detailed guidance on death penalty eligible special circumstances', 'Emphasis on prosecuting extremely violent crimes to fullest extent', 'Focus on punishment rather than alternatives', 'Training designed to facilitate conviction on serious charges']",moderate_impact,more_punitive,0,1,high_impact,more_punitive,0,1,not_addressed,no,maximize,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,continuation,strong_guidance,"This document is a comprehensive training material for prosecutors on torture charges, murder by torture, and torture-murder special circumstances. It provides detailed legal guidance on proving the elements of these serious offenses, including case examples and jury instructions. The training reflects a traditional prosecutorial approach focused on securing maximum penalties including life imprisonment and death penalty eligibility for violent crimes. The document serves as an educational tool to enhance prosecutors' ability to successfully charge and convict defendants on the most serious available charges.","[{'quote': 'Torture is punishable by imprisonment in the state prison for a term of life. As a result, torture has no statute of limitations.', 'margin_type': 'intensive_margin', 'relevance': 'Emphasizes maximum penalty approach'}, {'quote': 'One of the purposes of Proposition 115, among others, was to assure that violent criminals receive just punishment.', 'margin_type': 'intensive_margin', 'relevance': 'Reflects traditional tough-on-crime philosophy'}, {'quote': 'This is exactly the type of nightmarish situation the torture statute, section 206, was intended to address.', 'margin_type': 'extensive_margin', 'relevance': 'Encourages aggressive use of torture charges'}]"
2016.03.14_Alameda County_MULTIPLE BURGLARIES .pdf,Alameda County,03/14/2016,2016-03-14,2016.0,training_material,case_law_update,"['charging_decisions', 'discovery']",neutral,0,0,0.0,neutral,high,"['emphasis on Brady compliance', 'detailed discussion of constitutional violations', 'focus on proper discovery procedures']","['case involves serious violent crimes including rape', 'detailed analysis of burglary charging standards', 'focus on proper prosecution techniques']",moderate_impact,more_lenient,1,0,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,informational,strong_guidance,"This training document provides legal education on two recent court decisions: People v. Garcia regarding when multiple burglary charges are appropriate, and Wearry v. Cain concerning Brady violations. The Garcia analysis offers specific guidance that may limit charging decisions by requiring stricter criteria for multiple burglary convictions. The Brady discussion emphasizes constitutional discovery obligations and the consequences of withholding evidence. Overall, the document serves as neutral legal education focused on compliance with court rulings rather than promoting any particular prosecutorial ideology.","[{'quote': 'A burglary does not result from every felonious entry into a room preceded by a burglary of an enclosing structure. Rather, the subsequent entry will constitute a burglary only when the invaded room provides an objectively reasonable expectation of privacy and security, distinct from that the enclosing structure itself provides', 'margin_type': 'extensive_margin', 'relevance': 'Provides specific guidance limiting when multiple burglary charges can be filed'}, {'quote': ""Beyond doubt, the newly revealed evidence suffices to undermine confidence in Wearry's conviction. The State's trial evidence resembles a house of cards, built on the jury crediting Scott's account rather than Wearry's alibi"", 'margin_type': 'intensive_margin', 'relevance': 'Emphasizes importance of Brady compliance and proper discovery'}, {'quote': 'There is no question in my mind that the prosecution should have disclosed the information', 'margin_type': 'intensive_margin', 'relevance': 'Reinforces prosecutorial obligation for proper discovery practices'}]"
2016.03.28_Alameda Count_BASIC FELONY SENTENCING.pdf,Alameda County,03/28/2016,2016-03-28,2016.0,training_material,sentencing,['case_law_update'],unclear,0,0,,unclear,low,[],[],not_applicable,not_applicable,0,0,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is an administrative notice about a continuing legal education training video series on basic felony sentencing principles presented by the Alameda County District Attorney's Office in March 2016. The document primarily serves as a program description and notes that the materials have been superseded due to Proposition 57 changes. It provides no substantive policy content or ideological indicators, functioning solely as informational material about prosecutor training rather than policy guidance.","['This P&A handout has been superseded because of Pope 57 changes. Please use the P&A handout for September 25, 2017', 'This Points and Authorities is a two-part episode explaining principles of basic felony sentencing. The video includes a discussion of problems to illustrate these principles', ""The P&A handout and accompanying attachment 'Penalty Terms for Selected Felonies' is the same for both episodes""]"
2016.04.04_Alameda County_Basic Felony Sentencing II).pdf,Alameda County,04/04/2016,2016-04-04,2016.0,training_material,sentencing,"['case_law_update', 'administrative']",unclear,0,0,,unclear,low,[],[],not_applicable,not_applicable,0,0,low_impact,neutral,0,0,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,unclear,unclear,informational,"This document is an administrative notice for a continuing legal education training video on basic felony sentencing principles presented by the Alameda County District Attorney's Office. The document primarily serves to inform that the original handout has been superseded due to changes from Proposition 57 and directs users to updated materials from October 2017. It provides no substantive policy guidance or ideological content, functioning solely as educational administrative material for prosecutor training.","['This P&A handout has been superseded because of changes resulting from Prop 57. Please use the P&A handout for October 27, 2017, in which we repeated the original show but updated the handout.', 'This Points and Authorities is a two-part episode explaining principles of basic felony sentencing. The video includes a discussion of problems to illustrate these principles.', ""The Alameda County District Attorney's Office is a State Bar of California Approved MCLE Provider.""]"
2016.04.18_Alameda County_ATT BURG_ IMPLIED CONSENT.pdf,Alameda County,04/18/2016,2016-04-18,2016.0,training_material,case_law_update,"['charging_decisions', 'discovery']",clearly_traditional,0,1,-2.0,clearly_traditional,high,[],"['aggressive prosecution strategies', 'maximizing charging opportunities', 'overcoming defendant protections', 'maintaining harsh consequences', 'prosecution-favorable legal interpretations']",moderate_impact,more_punitive,0,1,moderate_impact,more_punitive,0,1,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,Alameda County District Attorney's Office,yes,continuation,strong_guidance,"This training document provides prosecutors with legal strategies to maximize convictions in attempted burglary and DUI cases, while ensuring defendants on probation continue to face felony-level consequences under Proposition 47. The material focuses on overcoming evidentiary challenges and constitutional protections through aggressive legal interpretations and procedural tactics. The overall approach reflects a traditional prosecutorial philosophy emphasizing conviction maximization and punishment maintenance rather than reform-oriented alternatives.","[{'quote': ""Here, the evidence amply supported the jury's finding that defendants had completed their planning and preparation to commit burglaries when they traveled from the southern part of Los Angeles to the San Fernando Valley with tools in the car to aid in the commission of those burglaries."", 'margin_type': 'extensive_margin', 'relevance': 'Shows aggressive interpretation of minimal evidence to support attempted burglary charges'}, {'quote': 'While it may be too late for your motion, remind the officer: if the defendant will not or cannot consent, always get a warrant! And get it promptly.', 'margin_type': 'intensive_margin', 'relevance': 'Provides tactical advice to prosecutors on securing evidence for stronger cases'}, {'quote': ""A person on probation for a crime that was reduced from a felony to a misdemeanor by Prop 47 is a person 'serving a sentence' and therefore must petition for recall of sentence under section 1170.18, subd. (a). Under Prop 47, he continues to be subject to the ban on firearms possession applicable to felons."", 'margin_type': 'intensive_margin', 'relevance': 'Ensures probationers face continued felony-level consequences rather than receiving full benefits of criminal justice reform'}]"
2016.05.02_Alameda County_Major Participant Special Circumstance.pdf,Alameda County,05/02/2016,2016-05-02,2016.0,training_material,case_law_update,"['enhancements', 'sentencing']",clearly_traditional,0,1,-2.0,clearly_traditional,high,[],"['Detailed guidance on applying death penalty eligibility', 'Focus on maximizing life without parole sentences', 'Emphasis on preventing defendants from using intoxication defenses to avoid enhancements', 'No discussion of alternatives to harsh sentences', 'Technical focus on ensuring maximum penalties can be applied']",low_impact,not_applicable,0,0,high_impact,more_punitive,0,1,not_addressed,not_addressed,maximize,not_addressed,not_addressed,not_addressed,not_addressed,Alameda County District Attorney's Office,yes,continuation,strong_guidance,"This training document provides Alameda County prosecutors with detailed legal guidance on applying special circumstances enhancements that make defendants eligible for death penalty or life without parole sentences in felony murder cases. The document analyzes recent case law to help prosecutors successfully argue that defendants qualify as 'major participants' with 'reckless indifference to human life.' It also clarifies that voluntary intoxication cannot be used as a defense against serious firearm enhancements, reflecting a traditional prosecutorial approach focused on maximizing the most severe penalties available under law.","[{'quote': 'Major participation in the felony committed, combined with reckless indifference to human life, is sufficient to satisfy the Enmund culpability requirement... In other words, sufficient for a sentence of death or life without possibility of parole', 'margin_type': 'intensive', 'significance': ""Emphasizes the office's focus on securing maximum penalties including death sentences""}, {'quote': ""Therefore, the trial court properly instructed the jury that it was not to consider evidence of the defendant's voluntary intoxication in determining the truth of the section 12022.53 firearm enhancement allegations"", 'margin_type': 'intensive', 'significance': 'Shows commitment to preventing defendants from avoiding serious enhancements through intoxication defenses'}, {'quote': 'substantial evidence supported the special circumstance finding', 'margin_type': 'intensive', 'significance': ""Demonstrates the office's approach to ensuring special circumstances that enable death penalty or life without parole are successfully applied""}]"
2016.05.23_Alameda County_YOUTHFUL OFFENDERS.pdf,Alameda County,05/23/2016,2016-05-23,2016.0,training_material,juvenile,"['sentencing', 'case_law_update']",neutral,0,0,0.0,neutral,high,"['Detailed coverage of constitutional protections for juveniles', 'Emphasis on rehabilitation potential as sentencing factor', 'Guidance on mitigating evidence and expert assistance', 'Recognition of diminished culpability of youth']","['Maintains that LWOP statute is constitutional', 'Provides guidance on arguing Miller factors from prosecution perspective', 'Focuses on legal compliance rather than advocating for reform', 'Includes guidance on firearm possession enforcement']",low_impact,neutral,0,0,high_impact,more_lenient,1,0,not_addressed,unclear,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,informational,informational,"This training document provides prosecutors with legal guidance on handling juvenile and youthful offender cases following recent Supreme Court decisions and statutory changes. It comprehensively covers Miller v. Alabama requirements, Penal Code section 3051 parole provisions, and related constitutional protections that significantly reduce effective sentences for young offenders. The document emphasizes practical implications for case negotiations and family discussions, noting that many traditional lengthy sentences now have much earlier parole eligibility. While legally neutral in tone, the content reflects a criminal justice system moving toward more lenient treatment of juvenile offenders through constitutional and statutory protections.","[{'quote': 'This awareness is IMPORTANT for discussions with families and in negotiating cases. In reality, 50 to life now means 25 to life.', 'margin_type': 'intensive_margin', 'significance': 'Shows practical impact of legal changes on sentencing negotiations'}, {'quote': 'Even if you get LWOP, the defendant still can petition to be parole eligible under 1170(d)(2) unless he is excluded by exceptions. He can make this petition three times. Thus his possibility for parole eligibility is an important consideration when dealing the case and talking to families.', 'margin_type': 'intensive_margin', 'significance': 'Demonstrates how new laws provide multiple opportunities for sentence reduction'}, {'quote': 'Court must allow (and pay for) an expert to help the defendant develop mitigating evidence.', 'margin_type': 'intensive_margin', 'significance': 'Shows constitutional requirements that favor defendants in juvenile cases'}]"
2016.08.01_Alameda County_UPDATE YOUTHFUL OFFENDERS.pdf,Alameda County,08/01/2016,2016-08-01,2016.0,training_material,case_law_update,"['juvenile', 'sentencing']",neutral,0,0,0.0,neutral,medium,"['Detailed coverage of youth-focused sentencing reforms', 'Emphasis on rehabilitation possibilities for juvenile offenders', ""Recognition of 'diminished culpability of juveniles'"", 'Discussion of parole opportunities as constitutional requirement']","['Guidance on using juvenile murder convictions as special circumstances for death penalty', ""Instructions on preserving evidence of 'culpability or cognitive maturity' against defendants"", 'Focus on proper prosecution procedures rather than questioning prosecutorial approach']",low_impact,neutral,0,0,moderate_impact,more_lenient,1,0,not_addressed,unclear,not_addressed,not_addressed,not_addressed,not_addressed,not_addressed,not_mentioned,yes,modification,strong_guidance,"This document is a legal training material that updates prosecutors on three recent court cases, with primary focus on People v. Franklin regarding youthful offender sentencing reforms. It provides detailed guidance on implementing new requirements for juvenile parole hearings and preserving relevant evidence for future proceedings. The document takes a neutral, compliance-focused approach to recent legal developments that generally provide more lenient treatment for juvenile offenders, while also covering traditional prosecutorial tools like using juvenile murder convictions for death penalty cases.","[{'quote': ""It is in everyone's interest to have an assessment of the features identified in Penal Code section 4801 at a time closer to the commission of the offense, when the most accurate assessment will necessarily occur."", 'margin_type': 'intensive_margin', 'relevance': 'Shows practical approach to implementing youth sentencing reforms'}, {'quote': ""the prosecution likewise may put on the record any evidence that demonstrates the juvenile offender's culpability or cognitive maturity, or otherwise bears on the influence of youth-related factors"", 'margin_type': 'intensive_margin', 'relevance': 'Indicates traditional prosecutorial approach of preserving evidence against defendants'}, {'quote': ""It is important to know the potential exposure the juvenile is facing so that you can properly negotiate the case and talk to the victim's family, making them aware of parole possibilities."", 'margin_type': 'intensive_margin', 'relevance': 'Emphasizes practical case management and victim communication'}]"
